EnsembleGI	Chromosome	Gene_Start	Gene_End	Complement	Coding
ENSG00000039523.18	16	67518418	67546788	0	1
ENSG00000039537.13	5	41142234	41261438	1	1
ENSG00000039560.13	5	34656237	34832627	0	1
ENSG00000039600.10	5	157625679	157671480	1	1
ENSG00000039650.10	19	49859882	49878351	1	1
ENSG00000039987.6	19	12751702	12758458	0	1
ENSG00000040199.18	16	71637835	71724701	1	1
ENSG00000040275.16	5	169583634	169604778	0	1
ENSG00000040341.17	8	73420369	73747708	1	1
ENSG00000040487.12	1	19312326	19329300	0	1
ENSG00000040531.14	17	3636468	3661542	0	1
ENSG00000040608.13	22	20241415	20283246	1	1
ENSG00000040633.12	17	7235028	7239722	1	1
ENSG00000040731.10	5	24487100	24644978	1	1
ENSG00000040933.15	2	98444854	98594390	0	1
ENSG00000041353.9	18	54717860	54895516	0	1
ENSG00000041357.15	15	78540405	78552419	0	1
ENSG00000041515.15	13	108596152	109208007	0	1
ENSG00000041802.10	3	194640788	194672477	1	1
ENSG00000041880.14	3	51942345	51948867	0	1
ENSG00000041982.15	9	115019578	115118257	1	1
ENSG00000041988.15	1	6624866	6635586	0	1
ENSG00000042062.11	20	50586108	50691528	1	1
ENSG00000042088.13	14	89954939	90044768	0	1
ENSG00000042286.14	10	70098223	70132934	1	1
ENSG00000042304.10	2	227610090	227633320	1	1
ENSG00000042317.16	14	88384924	88470350	0	1
ENSG00000042429.10	11	93784227	93814695	0	1
ENSG00000042445.13	2	85342088	85354620	1	1
ENSG00000042493.15	2	85394748	85418432	1	1
ENSG00000042753.11	19	46838136	46850992	1	1
ENSG00000042781.12	1	215622894	216423396	1	1
ENSG00000042813.7	7	49850421	50121329	1	1
ENSG00000042832.11	8	132866958	133134903	0	1
ENSG00000042980.12	8	24294040	24359018	0	1
ENSG00000043039.6	11	129375940	129452279	0	1
ENSG00000043093.13	3	182938074	182985953	1	1
ENSG00000043143.20	5	134524312	134583230	0	1
ENSG00000043355.11	13	99981772	99986773	0	1
ENSG00000043462.11	5	170246237	170298227	1	1
ENSG00000043514.15	1	39841022	39883511	1	1
ENSG00000043591.5	10	114044056	114046908	0	1
ENSG00000044012.3	1	42153421	42155824	0	1
ENSG00000044090.8	6	43037617	43053945	1	1
ENSG00000044115.20	5	138610967	138935034	0	1
ENSG00000044446.11	X	18892300	18984598	1	1
ENSG00000044459.14	9	17134982	17503923	0	1
ENSG00000044524.10	3	89107524	89482134	0	1
ENSG00000044574.7	9	125234853	125241330	1	1
ENSG00000046604.12	18	31498043	31549008	0	1
ENSG00000046647.13	X	14008279	14029893	1	1
ENSG00000046651.14	X	13734745	13769353	0	1
ENSG00000046653.14	X	13771031	13938638	1	1
ENSG00000046774.9	X	142202345	142205290	1	1
ENSG00000046889.18	8	67952118	68237030	0	1
ENSG00000047056.14	10	1049538	1132297	0	1
ENSG00000047188.15	5	113513683	113595285	0	1
ENSG00000047230.14	X	16588003	16712936	1	1
ENSG00000047249.16	8	53715557	53843558	1	1
ENSG00000047315.14	4	56977722	57031168	0	1
ENSG00000047346.12	15	52581317	52709817	1	1
ENSG00000047365.11	4	35948221	36244509	1	1
ENSG00000047410.13	1	186311652	186375693	1	1
ENSG00000047457.13	3	149162410	149222055	1	1
ENSG00000047578.12	16	27550133	27780369	0	1
ENSG00000047579.19	6	15522801	15663058	1	1
ENSG00000047597.5	X	37685759	37732130	0	1
ENSG00000047617.14	12	5531869	5946232	1	1
ENSG00000047621.11	12	4487728	4538508	1	1
ENSG00000047634.14	X	17737449	17754988	0	1
ENSG00000047644.18	X	10015562	10144478	0	1
ENSG00000047648.21	X	11137543	11665701	1	1
ENSG00000047662.4	4	17629306	17781512	1	1
ENSG00000047849.21	3	47850690	48089272	1	1
ENSG00000047932.13	6	117560269	117602542	1	1
ENSG00000047936.10	6	117288300	117425855	1	1
ENSG00000048028.11	11	113797874	113875570	1	1
ENSG00000048052.21	7	18086949	19002416	0	1
ENSG00000048140.17	5	176647387	176659054	0	1
ENSG00000048162.20	5	176383938	176388975	1	1
ENSG00000048342.15	4	15469865	15601557	0	1
ENSG00000048392.11	8	102204502	102239118	1	1
ENSG00000048405.9	7	127346790	127431924	1	1
ENSG00000048462.10	16	11965107	11968068	0	1
ENSG00000048471.13	16	11976737	12574289	0	1
ENSG00000048540.14	12	16548373	16610594	1	1
ENSG00000048544.5	6	42206801	42217865	1	1
ENSG00000048545.13	6	42155406	42180056	0	1
ENSG00000048649.13	11	77659996	77821017	1	1
ENSG00000048707.13	1	12230067	12512047	0	1
ENSG00000048740.18	10	10798397	11336675	0	1
ENSG00000048828.16	9	93451722	93566107	0	1
ENSG00000048991.16	2	135531455	135725270	0	1
ENSG00000049089.13	1	40300487	40317816	1	1
ENSG00000049130.13	12	88492793	88580851	1	1
ENSG00000049167.13	5	60873831	60945073	1	1
ENSG00000049192.14	5	65148736	65481920	1	1
ENSG00000049239.12	1	9234775	9271337	0	1
ENSG00000049245.12	1	7771269	7781432	0	1
ENSG00000049246.14	1	7784320	7845177	0	1
ENSG00000049247.13	1	7843083	7853512	1	1
ENSG00000049249.8	1	7915894	7943165	1	1
ENSG00000049283.17	17	50532543	50543750	0	1
ENSG00000049323.15	2	32946972	33399509	0	1
ENSG00000049449.8	11	31812391	32105755	0	1
ENSG00000049540.16	7	74027789	74069907	0	1
ENSG00000049541.10	7	74231499	74254458	1	1
ENSG00000049618.22	6	156777374	157210779	0	1
ENSG00000049656.13	5	1317744	1345099	1	1
ENSG00000049759.17	18	58044367	58401540	0	1
ENSG00000049768.14	X	49250436	49264826	1	1
ENSG00000049769.12	X	49269843	49301461	0	1
ENSG00000049860.13	5	74640023	74722647	0	1
ENSG00000049883.14	5	72320367	72368395	0	1
ENSG00000050030.13	X	74732849	74925485	1	1
ENSG00000050130.17	14	59484443	59505410	0	1
ENSG00000050165.17	11	11963106	12009769	1	1
ENSG00000050327.14	7	144355288	144380632	0	1
ENSG00000050344.8	7	26152240	26187125	0	1
ENSG00000050393.11	6	13786557	13814568	1	1
ENSG00000050405.13	12	50175788	50283546	1	1
ENSG00000050426.15	12	51047962	51060424	0	1
ENSG00000050438.16	12	51391317	51515763	0	1
ENSG00000050555.17	9	131009082	131094473	0	1
ENSG00000050628.20	1	70852353	71047808	1	1
ENSG00000050730.15	4	121131408	121227466	1	1
ENSG00000050748.17	5	180233143	180292099	1	1
ENSG00000050767.15	5	178237618	178590555	1	1
ENSG00000050820.16	16	75228187	75268053	1	1
ENSG00000051009.10	11	6211335	6234711	1	1
ENSG00000051108.14	16	56932048	56944863	0	1
ENSG00000051128.18	19	18929201	18941261	1	1
ENSG00000051180.16	15	40694774	40732339	0	1
ENSG00000051341.13	3	121431427	121546641	1	1
ENSG00000051382.8	3	138652699	138834938	1	1
ENSG00000051523.10	16	88643283	88651152	1	1
ENSG00000051596.9	5	175917873	176034680	1	1
ENSG00000051620.10	6	138403531	138422197	0	1
ENSG00000051825.14	12	123152320	123244014	1	1
ENSG00000052126.14	12	19129752	19376400	0	1
ENSG00000052344.15	16	31131433	31135762	1	1
ENSG00000052723.11	1	114769479	114780685	1	1
ENSG00000052749.13	10	97356358	97426076	1	1
ENSG00000052795.12	4	158769138	158908049	0	1
ENSG00000052802.12	4	165327623	165343160	0	1
ENSG00000052841.14	11	43358932	43494933	0	1
ENSG00000052850.5	11	44260444	44310166	1	1
ENSG00000053108.16	5	133196455	133612564	1	1
ENSG00000053254.15	14	89124871	89619149	1	1
ENSG00000053328.8	6	110245928	110358272	1	1
ENSG00000053371.12	1	19303965	19312146	1	1
ENSG00000053372.4	1	19251539	19260128	0	1
ENSG00000053438.8	20	37521215	37523693	0	1
ENSG00000053501.12	19	17215346	17219829	0	1
ENSG00000053524.11	3	183178043	183428778	1	1
ENSG00000053702.14	12	2825348	2835544	1	1
ENSG00000053747.15	18	23689443	23955066	0	1
ENSG00000053770.11	14	57268909	57298742	0	1
ENSG00000053900.10	4	25377213	25418498	0	1
ENSG00000053918.15	11	2444684	2849109	0	1
ENSG00000054116.11	1	36136570	36156053	1	1
ENSG00000054118.13	1	36224416	36305357	0	1
ENSG00000054148.17	9	136848724	136851027	0	1
ENSG00000054179.11	9	137048098	137054045	1	1
ENSG00000054219.10	2	159803355	159904749	1	1
ENSG00000054267.20	1	235131634	235328219	1	1
ENSG00000054277.13	1	241590102	241677376	1	1
ENSG00000054282.15	1	243256034	243500092	0	1
ENSG00000054356.13	2	219289623	219309648	1	1
ENSG00000054392.12	1	210328252	210676296	0	1
ENSG00000054523.17	1	10210805	10381603	0	1
ENSG00000054598.6	6	1609972	1613897	0	1
ENSG00000054611.13	22	46762617	47175699	0	1
ENSG00000054654.15	14	63852983	64226433	0	1
ENSG00000054690.13	14	67533301	67589612	0	1
ENSG00000054793.13	20	51596514	51768634	1	1
ENSG00000054796.12	20	57329759	57343994	0	1
ENSG00000054803.3	20	55997440	56005472	1	1
ENSG00000054938.15	11	74696429	74731385	1	1
ENSG00000054965.10	11	73400487	73598189	1	1
ENSG00000054967.12	11	73376264	73397474	0	1
ENSG00000054983.16	14	87837820	87993665	1	1
ENSG00000055044.10	2	202265716	202303666	0	1
ENSG00000055070.16	1	16352575	16398145	0	1
ENSG00000055118.14	7	150944961	150978315	1	1
ENSG00000055130.15	7	148697914	148801036	0	1
ENSG00000055147.18	5	153990128	154038936	1	1
ENSG00000055163.19	5	157266079	157395595	0	1
ENSG00000055208.18	6	149218641	149411613	0	1
ENSG00000055211.12	6	149566294	149591748	0	1
ENSG00000055332.16	2	37099210	37157065	1	1
ENSG00000055483.19	17	78787381	78841441	1	1
ENSG00000055609.17	7	152134922	152436005	1	1
ENSG00000055732.12	1	85018082	85048499	1	1
ENSG00000055813.5	2	56184123	56386173	0	1
ENSG00000055917.15	2	20248691	20352234	1	1
ENSG00000055950.16	10	100969458	100987515	1	1
ENSG00000055955.15	3	52812975	52831479	1	1
ENSG00000055957.10	3	52777592	52792068	0	1
ENSG00000056050.6	4	169729465	169757953	1	1
ENSG00000056097.15	5	32354350	32444761	1	1
ENSG00000056277.15	X	130202711	130268899	1	1
ENSG00000056291.17	4	72031804	72148067	0	1
ENSG00000056487.15	22	44881162	45009999	1	1
ENSG00000056558.10	9	120902393	120929173	1	1
ENSG00000056586.15	9	122844556	122905341	1	1
ENSG00000056736.9	3	53846580	53865800	0	1
ENSG00000056972.18	6	111556454	111606278	1	1
ENSG00000056998.18	X	2828788	2882818	0	1
ENSG00000057019.15	3	98795941	98901689	1	1
ENSG00000057149.15	18	63655197	63661963	1	1
ENSG00000057252.12	1	179293714	179358680	0	1
ENSG00000057294.14	12	32790745	32896840	1	1
ENSG00000057468.6	1	75796882	75913238	0	1
ENSG00000057593.13	13	113105788	113120681	0	1
ENSG00000057608.16	10	5765223	5842132	1	1
ENSG00000057657.15	6	106086320	106109939	0	1
ENSG00000057663.13	6	106045423	106325820	1	1
ENSG00000057704.11	12	94567124	94650562	1	1
ENSG00000057757.9	1	23778405	23788232	0	1
ENSG00000057935.13	2	42494569	42756947	0	1
ENSG00000058056.8	3	179652755	179789401	0	1
ENSG00000058063.15	3	182793500	182921635	0	1
ENSG00000058085.14	1	183186238	183244900	0	1
ENSG00000058091.16	7	90466424	91210590	0	1
ENSG00000058262.9	3	128051641	128071683	0	1
ENSG00000058272.16	12	79773563	79935460	1	1
ENSG00000058335.15	15	78959947	79090773	1	1
ENSG00000058404.19	7	44217150	44334577	1	1
ENSG00000058453.16	1	16740273	16972979	0	1
ENSG00000058600.15	16	22297375	22335103	0	1
ENSG00000058668.14	1	203626561	203744081	0	1
ENSG00000058673.15	1	203795654	203854124	0	1
ENSG00000058729.10	5	97160867	97183260	1	1
ENSG00000058799.13	1	53851719	53889834	1	1
ENSG00000058804.11	1	53765460	53838860	1	1
ENSG00000058866.14	3	186105668	186362237	1	1
ENSG00000059122.16	16	2911937	2951208	0	1
ENSG00000059145.18	16	1363205	1414751	1	1
ENSG00000059377.15	7	139777051	140020325	0	1
ENSG00000059378.12	7	140023744	140063721	1	1
ENSG00000059573.8	10	95605929	95656706	1	1
ENSG00000059588.9	1	234391313	234479103	1	1
ENSG00000059691.11	4	151670504	151761023	1	1
ENSG00000059728.10	2	69897688	69942945	0	1
ENSG00000059758.7	12	96278261	96400560	1	1
ENSG00000059769.19	9	111631352	111654351	0	1
ENSG00000059804.15	12	7919230	7936275	1	1
ENSG00000059915.16	10	102402617	102421539	1	1
ENSG00000060069.16	18	79679801	79756623	0	1
ENSG00000060138.12	12	10699089	10723312	1	1
ENSG00000060140.8	12	10618939	10674318	1	1
ENSG00000060237.16	12	752593	911452	0	1
ENSG00000060303.5	6	50857255	50857662	1	0
ENSG00000060339.13	10	68721012	68792377	0	1
ENSG00000060491.16	20	62804835	62814000	0	1
ENSG00000060558.3	19	3136193	3163769	0	1
ENSG00000060566.13	19	4153601	4173054	0	1
ENSG00000060642.10	1	26787472	26798398	0	1
ENSG00000060656.19	1	29236516	29326813	0	1
ENSG00000060688.12	1	31259568	31296782	1	1
ENSG00000060709.14	12	130396137	130517917	1	1
ENSG00000060718.19	1	102876467	103108496	1	1
ENSG00000060749.14	11	32893178	32993316	0	1
ENSG00000060762.18	6	166364919	166383013	1	1
ENSG00000060971.17	3	38103129	38137242	1	1
ENSG00000060982.14	12	24810022	24949459	1	1
ENSG00000061273.17	12	47782722	47833132	1	1
ENSG00000061337.15	8	20246165	20303963	1	1
ENSG00000061455.10	5	123089121	123194266	0	1
ENSG00000061492.11	5	138083892	138092365	0	1
ENSG00000061656.9	20	35615892	35621049	0	1
ENSG00000061676.14	2	182909115	183038858	1	1
ENSG00000061794.12	12	27710773	27756295	0	1
ENSG00000061918.12	4	155758992	155807591	0	1
ENSG00000061936.9	12	131711081	131799737	0	1
ENSG00000061938.16	3	195863364	195911945	1	1
ENSG00000061987.14	12	62466817	62600479	0	1
ENSG00000062038.13	16	68636189	68722616	0	1
ENSG00000062096.14	X	3041471	3112726	0	1
ENSG00000062194.15	5	57173948	57264679	0	1
ENSG00000062282.14	11	75759512	75801535	0	1
ENSG00000062370.16	19	44326555	44367217	1	1
ENSG00000062485.18	12	56271699	56300392	1	1
ENSG00000062524.15	15	41503638	41513887	1	1
ENSG00000062582.13	7	43866558	43869893	1	1
ENSG00000062598.17	20	46366049	46432985	1	1
ENSG00000062650.17	10	86435256	86521815	1	1
ENSG00000062716.11	17	59707192	59842255	0	1
ENSG00000062725.9	17	60443149	60526219	1	1
ENSG00000062822.12	19	50384204	50418018	0	1
ENSG00000063015.19	17	28954901	29006440	1	1
ENSG00000063046.17	12	53006158	53042209	0	1
ENSG00000063127.15	19	49289638	49325225	1	1
ENSG00000063169.10	19	47608196	47703277	0	1
ENSG00000063176.15	19	48619291	48630717	0	1
ENSG00000063177.12	19	48615328	48619536	1	1
ENSG00000063180.8	19	48637942	48646312	1	1
ENSG00000063241.7	19	55452985	55462343	1	1
ENSG00000063244.12	19	55654146	55674715	0	1
ENSG00000063245.14	19	55675226	55709858	0	1
ENSG00000063322.13	19	39391303	39400637	0	1
ENSG00000063438.16	5	304176	438291	0	1
ENSG00000063515.2	22	19148576	19150283	1	1
ENSG00000063587.13	X	153334155	153360110	0	1
ENSG00000063601.16	X	150692971	150765103	0	1
ENSG00000063660.8	2	240435671	240468078	0	1
ENSG00000063761.15	14	77800083	77935012	0	1
ENSG00000063854.12	16	1795620	1827194	1	1
ENSG00000063978.15	4	2462220	2625320	0	1
ENSG00000064012.21	2	201233443	201287711	0	1
ENSG00000064042.17	4	41359607	41700044	0	1
ENSG00000064102.14	12	26905181	26938326	1	1
ENSG00000064115.10	12	26973195	27014434	1	1
ENSG00000064195.7	17	49990005	49995224	1	1
ENSG00000064199.6	11	124673798	124697518	0	1
ENSG00000064201.15	11	2301997	2318200	0	1
ENSG00000064205.10	20	44714844	44728509	0	1
ENSG00000064218.4	9	976964	991731	0	1
ENSG00000064225.12	3	98732236	98821201	0	1
ENSG00000064270.12	16	84368527	84464187	0	1
ENSG00000064300.8	17	49495293	49515017	0	1
ENSG00000064309.14	11	125955796	126063335	1	1
ENSG00000064313.11	8	119730775	119832863	1	1
ENSG00000064393.15	7	139561570	139777778	1	1
ENSG00000064419.13	7	128954180	129055173	1	1
ENSG00000064489.22	19	19145567	19192158	1	1
ENSG00000064490.13	19	19192229	19201869	0	1
ENSG00000064545.14	19	19119169	19138513	1	1
ENSG00000064547.13	19	19623668	19628930	1	1
ENSG00000064601.16	20	45890144	45898820	0	1
ENSG00000064607.16	19	18990888	19034023	1	1
ENSG00000064651.13	5	128083766	128189688	0	1
ENSG00000064652.10	5	122843439	123029354	0	1
ENSG00000064655.18	20	46894624	47188844	0	1
ENSG00000064666.14	19	1026581	1039068	0	1
ENSG00000064687.12	19	1040101	1065572	0	1
ENSG00000064692.18	5	122311354	122464219	0	1
ENSG00000064703.11	1	111755245	111768016	0	1
ENSG00000064726.9	15	83016422	83067354	1	1
ENSG00000064763.10	12	29149103	29340980	0	1
ENSG00000064787.13	20	53936777	54070594	1	1
ENSG00000064835.10	3	87259404	87276587	1	1
ENSG00000064886.13	1	111200771	111243440	0	1
ENSG00000064932.15	19	1107636	1174283	1	1
ENSG00000064933.16	2	189784085	189877629	0	1
ENSG00000064961.18	19	3572777	3579088	0	1
ENSG00000064989.12	2	187343129	187448460	1	1
ENSG00000064995.16	6	34877778	34888089	1	1
ENSG00000064999.13	6	34889265	35091413	0	1
ENSG00000065000.15	19	2100988	2164465	1	1
ENSG00000065029.14	6	35258909	35295985	0	1
ENSG00000065054.13	16	2025356	2039026	0	1
ENSG00000065057.7	16	2039815	2047866	1	1
ENSG00000065060.16	6	34792015	34883138	0	1
ENSG00000065135.9	1	109548611	109618321	0	1
ENSG00000065150.18	13	97953658	98024297	0	1
ENSG00000065154.11	10	124397303	124418976	1	1
ENSG00000065183.15	1	117929720	117966542	0	1
ENSG00000065243.19	1	88684222	88836255	0	1
ENSG00000065268.10	19	984271	998438	0	1
ENSG00000065308.4	6	52497402	52576915	1	1
ENSG00000065320.8	17	9021542	9244000	0	1
ENSG00000065325.12	17	9822206	9892102	0	1
ENSG00000065328.16	10	13161554	13211104	0	1
ENSG00000065357.19	12	55927319	55954027	0	1
ENSG00000065361.14	12	56079857	56103505	0	1
ENSG00000065371.17	3	123968521	123992178	1	1
ENSG00000065413.17	2	196967017	197311173	1	1
ENSG00000065427.14	16	75627474	75648643	1	1
ENSG00000065457.10	16	75596981	75623300	1	1
ENSG00000065485.18	3	123067062	123225227	0	1
ENSG00000065491.8	6	37257772	37332970	0	1
ENSG00000065518.7	3	120596309	120602500	0	1
ENSG00000065526.10	1	15847864	15940460	0	1
ENSG00000065534.18	3	123610049	123884331	1	1
ENSG00000065548.17	2	186486156	186509363	0	1
ENSG00000065559.14	17	12020824	12143830	0	1
ENSG00000065600.12	1	212363931	212414901	1	1
ENSG00000065609.14	6	83552880	83709691	1	1
ENSG00000065613.13	10	103967201	104029233	0	1
ENSG00000065615.13	6	83859643	83967424	0	1
ENSG00000065618.17	10	104031286	104086002	1	1
ENSG00000065621.14	10	104268873	104304945	0	1
ENSG00000065665.20	10	12129637	12169961	0	1
ENSG00000065675.14	10	6427143	6580301	1	1
ENSG00000065717.14	19	2997638	3047635	1	1
ENSG00000065802.11	2	238426742	238452250	0	1
ENSG00000065809.13	10	14518557	14774897	1	1
ENSG00000065833.8	6	83210389	83431071	1	1
ENSG00000065882.15	4	37891087	38139175	0	1
ENSG00000065883.14	7	39950037	40097134	0	1
ENSG00000065911.11	2	74198562	74217565	0	1
ENSG00000065923.9	X	46599252	46759172	1	1
ENSG00000065970.8	12	8032703	8055503	0	1
ENSG00000065978.18	1	42682427	42702349	0	1
ENSG00000065989.15	19	10416773	10469631	0	1
ENSG00000066027.11	1	212285537	212361863	0	1
ENSG00000066032.18	2	79185231	80648861	0	1
ENSG00000066044.14	19	7958579	8005659	1	1
ENSG00000066056.13	1	43300993	43323108	0	1
ENSG00000066084.12	12	50504985	50748667	0	1
ENSG00000066117.14	12	50084972	50100712	0	1
ENSG00000066135.12	1	43650158	43705515	0	1
ENSG00000066136.20	1	40691648	40771603	0	1
ENSG00000066185.12	1	42430329	42456267	1	1
ENSG00000066230.10	5	473310	524332	1	1
ENSG00000066248.14	2	232878686	233013272	1	1
ENSG00000066279.16	1	197084128	197146694	1	1
ENSG00000066294.14	1	160541095	160579516	1	1
ENSG00000066322.13	1	43363397	43368074	1	1
ENSG00000066336.11	11	47354860	47378576	1	1
ENSG00000066379.14	6	30058899	30064909	0	1
ENSG00000066382.16	11	30384493	30586872	1	1
ENSG00000066405.12	3	137998735	138033655	0	1
ENSG00000066422.4	3	101648889	101677495	1	1
ENSG00000066427.21	14	92038652	92106621	1	1
ENSG00000066455.12	14	92794231	92839963	0	1
ENSG00000066468.21	10	121478334	121598458	1	1
ENSG00000066557.5	1	70144805	70205620	1	1
ENSG00000066583.11	5	129094751	129114028	0	1
ENSG00000066629.16	14	99737693	99942060	0	1
ENSG00000066651.17	6	125986430	126039276	0	1
ENSG00000066654.13	16	20702816	20742084	1	1
ENSG00000066697.14	9	100427156	100451711	0	1
ENSG00000066735.14	14	104138723	104180894	0	1
ENSG00000066739.11	14	96279202	96363870	1	1
ENSG00000066777.8	8	67173511	67343677	1	1
ENSG00000066813.14	16	20536226	20576427	1	1
ENSG00000066827.15	8	134477788	134713049	1	1
ENSG00000066855.15	8	65644734	65771261	0	1
ENSG00000066923.17	7	100177563	100221488	0	1
ENSG00000066926.10	18	57548283	57586772	1	1
ENSG00000066933.15	15	71822289	72118577	1	1
ENSG00000067048.16	Y	10122629	10138999	0	1
ENSG00000067057.16	10	3066333	3137712	0	1
ENSG00000067064.10	10	1039908	1049170	1	1
ENSG00000067066.16	2	230415942	230544090	0	1
ENSG00000067082.14	10	3775996	3785281	1	1
ENSG00000067113.16	5	55424854	55535050	1	1
ENSG00000067141.16	15	73051710	73305206	0	1
ENSG00000067167.7	8	70573442	70608387	1	1
ENSG00000067177.14	X	72578814	72714319	1	1
ENSG00000067182.7	12	6328757	6342114	1	1
ENSG00000067191.15	17	39173456	39197703	1	1
ENSG00000067208.14	1	92508696	92792404	1	1
ENSG00000067221.13	15	73978923	73994622	1	1
ENSG00000067225.17	15	72199029	72231822	1	1
ENSG00000067248.9	5	55256245	55307722	1	1
ENSG00000067334.13	1	93866283	93879918	1	1
ENSG00000067365.14	16	8621683	8649654	0	1
ENSG00000067369.13	15	43403061	43510728	1	1
ENSG00000067445.20	X	54920462	54931431	0	1
ENSG00000067533.5	1	218285287	218337983	0	1
ENSG00000067560.10	3	49359145	49412998	1	1
ENSG00000067596.10	17	43483865	43544463	0	1
ENSG00000067601.7	7	67295608	67302907	1	0
ENSG00000067606.16	1	2050470	2185395	0	1
ENSG00000067646.11	Y	153802	201027	0	1
ENSG00000067704.9	1	220094102	220148041	0	1
ENSG00000067715.13	12	78863993	79452008	0	1
ENSG00000067798.14	12	77324641	78213008	0	1
ENSG00000067829.18	X	153785766	153794523	1	1
ENSG00000067836.12	16	4796968	4802950	1	1
ENSG00000067840.12	X	153802166	153830565	1	1
ENSG00000067842.17	X	153517676	153582939	0	1
ENSG00000067900.7	18	20946906	21111851	1	1
ENSG00000067955.13	16	67029116	67101058	0	1
ENSG00000067992.12	X	24465221	24539837	0	1
ENSG00000068001.13	3	50317790	50322906	1	1
ENSG00000068024.16	2	239048168	239401654	1	1
ENSG00000068028.17	3	50329782	50340980	1	1
ENSG00000068078.17	4	1793307	1808872	0	1
ENSG00000068079.7	17	43006725	43014456	0	1
ENSG00000068097.14	17	60043194	60078931	1	1
